lemma_võro,lemma_estonian,lemma_finnish,lemma_english,lemma_saami,lemma_norwegian,lemma_swedish,lemma_german,pos,semtype,audio,,,
rind,rind,rinta,breast,raddi,brystkasse,bröst,brystkasse_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001r-01212.mp3,,,
rinnakas,rinnakas,rintava,busty,čižžái,brystfager,bröstfager,brystfager_DEU,A,BODY_A,https://synaq.org/priv/heli/ev/0001r-01470.mp3,,,
rint',rent,vuokra,rent,láigu,leie,leie_SWE,leie_DEU,N,FINANCE,https://synaq.org/priv/heli/ev/0001r-01053.mp3,,,
rintmä,rentima,vuokrata,rent,láigohit,leie av noen,hyra,leie av noen_DEU,V,CITY,,,,
ripma,rippuma,riippua,hang,heaŋgát,henge,hänga,hängen,V,EXPOSURE_V,https://synaq.org/priv/heli/ev/0001r-01567.mp3,,,
ripma,rippuma,riippua,hang,sorját,henge,hänga,hängen,V,EXPOSURE_V,https://synaq.org/priv/heli/ev/0001r-01567.mp3,,,
rohilinõ,roheline,vihreä,green,ruonas,grønn,grön,grønn_DEU,A,NATURE_A,https://synaq.org/priv/heli/ev/0001r-01725.mp3,,,
rohilinõ,roheline,vihreä,green,ruoná,grønn,grön,grønn_DEU,A,COLOUR,https://synaq.org/priv/heli/ev/0001r-01725.mp3,,,
rong',rong,juna,train,toga,tog,tåg,tog_DEU,N,VEHICLE,https://synaq.org/priv/heli/ev/0001k-ka-ke-01162.mp3,,,
roodsi kiil',rootsi keel,ruotsi,Swedish language,ruoŧagiella,svensk språk,svenska,schwedisch,N,LANGUAGE,,,,
rott',rott,rotta,rat,roahttu,rotte,råtta,rotte_DEU,N,ANIMAL_WILD,https://synaq.org/priv/heli/ev/0001r-01979.mp3,,,
rusik,rusikas,nyrkki,fist,čorbma,knyttneve,knytnäve,knyttneve_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001r-02054.mp3,,,
ruuh,rohi,lääke,medicine,dálkkas,medisin,medicin,medisin_DEU,N,ILLNESS,https://synaq.org/priv/heli/ev/000101357.mp3,,,
ruuts'lanõ,rootslane,ruotsalainen,Swede,ruoŧŧilaš,svenske,svensk,svenske_DEU,N,OTHERS,,,,
rõivaruum',riietusruum,pukuhuone,warderobe,molssodanlatnja,garderobe,garderob,garderobe_DEU,N,ROOM,https://synaq.org/priv/heli/ev/0001r-02198.mp3,,,
rõivas,riie,vaate,cloth,gárvu,klesplagg,klesplagg_SWE,klesplagg_DEU,N,CLOTHING_OTHER,https://synaq.org/priv/heli/ev/0001k-ka-ke-00952.mp3,,,
rõivilt vallalõ võtma,lahti riietuma,riisua,undress,nuolahit,kle av noen,klä av någon,jemanden ausziehen,V,HUM_V,,,,
rõivilõ pandma,riietuma,pukeutua,dress,gárvodit,kle på seg,klä på sig,sich anziehen,V,HUM_V,https://synaq.org/priv/heli/ev/0001r-01271.mp3,,,
rõõm,rõõm,ilo,joy,illu,glede,glädje,glede_DEU,N,FEELING,,,,
rõõmustama,rõõmustama,iloita,rejoice,ávvudit,fryde seg,glädja sig,sich freuen,V,ACTION_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001r-02268.mp3,,
röögähtämä,karjatama,huudahtaa,exclaim,huikkádit,rope plutselig,plötsligt ropa,rope plutselig_DEU,V,VERBAL_V,https://synaq.org/priv/heli/ev/0001k-ka-ke-01259.mp3,,,
rühm,rühm,ryhmä,group,joavku,gruppe,grupp,gruppe_DEU,N,SCHOOL,https://synaq.org/priv/heli/ev/0001b-d-02369.mp3,,,
rühmätüü,rühmatöö,ryhmätyö,groupwork,joavkobargu,gruppearbeid,grupparbete,gruppearbeid_DEU,N,SCHOOL,,,,
rüäleib,rukkileib,ruisleipä,rye bread,rohkaláibi,rugbrød,rågbröd,rugbrød_DEU,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001r-01997.mp3,,,
rüük'mä,karjuma,huutaa,scream,čuorvut,rope flere ganger,skrika,schreien,V,VERBAL_V,https://synaq.org/priv/heli/ev/0001h-01643.mp3,,,
rüük’mä,karjuma,huutaa,shout,bárgut,skrike,skrika,schreien,V,ACTION_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001h-01643.mp3,,
saabas,saabas,saapas,boot,stevvel,støvel,pjäxa,støvel_DEU,N,CLOTHING_PL,https://synaq.org/priv/heli/ev/0001s-sa-so-00002.mp3,,,
saam',saam,saamelainen,Sámi,sápmelaš,same,same,same_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001s-sa-so-00050.mp3,,,
saami kiil',saami keel,saame,Sámi language,sámegiella,samisk språk,samiska,saamisch,N,LANGUAGE,,,,
saar',saar,saari,island,suolu,øy,ö,øy_DEU,N,NATURE_PLACE,https://synaq.org/priv/heli/ev/0001n-o-02112.mp3,,,
sadama,kukkuma,putoa,fall,gahččat,falle,falla,fallen,V,EXPOSURE_V,https://synaq.org/priv/heli/ev/0001b-d-00319.mp3,,,
sahvt',moos,hillo,jam,muorjemeastu,syltetøy,sylt,syltetøy_DEU,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001b-d-00451.mp3,,,
sai,sai,vehnäleipä,wheat bread,nisoláibi,hvetebrød,vetebröd,hvetebrød_DEU,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001s-sa-so-00287.mp3,,,
sain,sein,seinä,wall,seaidni,vegg,vägg,vegg_DEU,N,ROOMPART,https://synaq.org/priv/heli/ev/0001k-ka-ke-00703.mp3,,,
saisma jäämä,peatuma,pysähtyä,stop,bisánit,stoppe,stanna,halten,V,CITY,https://synaq.org/priv/heli/ev/0001p-pa-po-01309.mp3,,,
saisma,seisma,seistä,stand,čuožžut,stå,stå,stehen,V,BODY_V,https://synaq.org/priv/heli/ev/000101508.mp3,,,
salat',salat,salaatti,salad,saláhta,salat,sallad,salat_DEU,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001s-sa-so-00437.mp3,,,
sama,sama,sama,same,seamma,samme,samma,samme_DEU,Adv,DIV_ADV,https://synaq.org/priv/heli/ev/0001s-sa-so-00531.mp3,,,
sammõl',sammal,sammal,lichen,sámil,mose,mose_SWE,mose_DEU,N,PLANT,https://synaq.org/priv/heli/ev/0001s-sa-so-00570.mp3,,,
sampinjoniq,šampinjonid,herkkusienet,champignons,šampinjuvnnat,herskoguobbarat,champignoner,champignoner,champinjoner,Champignons,N,FOOD_GROCERY_PL,,
sampuun',šampoon,shampoo,shampoo,šámpu,sjampo,schampo,sjampo_DEU,N,YYY,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-02186.mp3,,,
sann,saun,sauna,sauna,sávdni,badstu,badstu_SWE,badstu_DEU,N,ROOM,https://synaq.org/priv/heli/ev/0001s-sa-so-00800.mp3,,,
sarv',sarv,sarvi,horn,čoarvi,horn,horn,horn_DEU,N,HANDICRAFTS,https://synaq.org/priv/heli/ev/0001s-sa-so-00724.mp3,,,
saslõk’,šašlõkk,saslikki,shashlik,saslikki_SME,shashlik,saschlik,shashlik,Schaschlik,N,FOOD_DISH,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-02202.mp3 ,,
savv,suits,savu,smoke,suovva,røyk,rök,røyk_DEU,N,NATURE,https://synaq.org/priv/heli/ev/30001t-m6jo-turism-00488.mp3,,,
seenehämmähtüs,seenekaste,sienikastike,mushroom sauce,guopparsevsa,soppsaus,svampsås,Pilzsoße,Pilzsauce,N,FOOD_DISH,,,
seeneq,seened,sienet,mushrooms,guobbarat,sopper,svampar,Pilze,N,FOOD_DISH_PL,FOOD_GROCERY_PL,https://synaq.org/priv/heli/ev/0001s-sa-so-01047.mp3,,
segäne,ebaselge,epäselvä,unclear,eahpečielggas,uklar,oklar,uklar_DEU,A,ISSUE_A,https://synaq.org/priv/heli/ev/0001b-d-00559.mp3,,,
seletämä,selgitama,selittää,explain,čilget,forklare,förklara,erklären,V,VERBAL_V,https://synaq.org/priv/heli/ev/0001item0236.mp3,,,
seletüs,selgitus,selitys,explanation,čilgehus,forklaring,förklaring,forklaring_DEU,N,ABSTRACT,https://synaq.org/priv/heli/ev/0001item0413.mp3,,,
selge,selge,selkeä,clear,gearggus,klar,klar,klar_DEU,A,OBJECT_A,https://synaq.org/priv/heli/ev/000101413.mp3,,,
selge,selge,selvä,clear,čielggas,klar,klar,klar_DEU,A,ISSUE_A,https://synaq.org/priv/heli/ev/000101413.mp3,,,
selle et,sest,sillä,because,dainna,fordi,fordi_SWE,fordi_DEU,Adv,DIV_ADV,https://synaq.org/priv/heli/ev/0001k-ko-ky-00805.mp3,,,
selts',selts,seura,association,searvi,forening,förening,forening_DEU,N,ORGANIZATION,https://synaq.org/priv/heli/ev/000101590.mp3,,,
seoilmaaignõ,tänapäevane,uudenaikainen,modern,ođđaáigásaš,moderne,modern,moderne_DEU,A,CITY,https://synaq.org/priv/heli/ev/0001n-o-02100.mp3,,,
siib,tiib,siipi,wing,soadjá,vinge,vinge,vinge_DEU,N,ANIMAL_OTHER,https://synaq.org/priv/heli/ev/20001t-tet2qtaht-toim-01083.mp3,,,
siid',siid,silkki,silk,silki,silke,silke_SWE,silke_DEU,N,CLOTHING_OTHER,https://synaq.org/priv/heli/ev/0001s-sa-so-01755.mp3,,,
siin',seen,sieni,mushroom,guoppar,sopp,svamp,sopp_DEU,N,PLANT,https://synaq.org/priv/heli/ev/0001s-sa-so-01040.mp3,,,
siin,siin,tässä,here,dá,her,her_SWE,her_DEU,Adv,DIV_ADV,https://synaq.org/priv/heli/ev/0001s-sa-so-01770.mp3,,,
siin,siin,täällä,here,dáppe,her hos meg,här hos mig,her hos meg_DEU,Adv,PLACE_ADV,https://synaq.org/priv/heli/ev/0001s-sa-so-01770.mp3,,,
siip',seep,saippua,soap,sáibu,såpe,tvål,såpe_DEU,N,THING,https://synaq.org/priv/heli/ev/0001s-sa-so-00959.mp3,,,
sild,sild,silta,bridge,rovvi,bru,bro,bru_DEU,N,ROAD,https://synaq.org/priv/heli/ev/0001p-pa-po-02735.mp3,,,
silm,silm,silmä,eye,čalbmi,øye,öga,øye_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001i-00215.mp3,,,
silmäkarv,ripse,silmäripsi,eyelash,čalbmeguolga,øyenvippe,øyenvippe_SWE,øyenvippe_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001r-01578.mp3,,,
sinine,sinine,sininen,blue,alit,blå,blå,blå_DEU,A,COLOUR,https://synaq.org/priv/heli/ev/0001s-sa-so-01987.mp3,,,
sipul’,sibul,sipuli,onion,lávki,løk,lök,Zwiebel,N,FOOD_DISH,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001s-sa-so-01627.mp3,,
sis,siis,sitten,then,de,så,så,så_DEU,Adv,DIV_ADV,https://synaq.org/priv/heli/ev/0001s-sa-so-01818.mp3,,,
sisalik,sisalik,sisilisko,lizard,steažžalakkis,firfisle,firfisle_SWE,firfisle_DEU,N,ANIMAL_WILD,https://synaq.org/priv/heli/ev/0001s-sa-so-02161.mp3,,,
siski,siiski,silti,still,datte,likevel,likevel_SWE,likevel_DEU,Adv,DIV_ADV,,,,
siski,siiski,kuitenkin,anyway,goitge,ihvertfall,i varje fall,ihvertfall_DEU,Adv,DIV_ADV,,,,
sitigaq,mustad sõstrad,mustaherukat,blackcurrants,sáhppesjierehat,solbær,svarta vinbär,Schwarze Johannisbeeren,N,FOOD_GROCERY_PL,,,,
siug,madu,käärme,snake,gearpmaš,orm,orm_SWE,orm_DEU,N,ANIMAL_WILD,https://synaq.org/priv/heli/ev/0001m-00289.mp3,,,
skorpion',skorpion,skorpioni,scorpion,skorpiovdna,sporpion,sporpion_SWE,sporpion_DEU,N,ANIMAL_WILD,https://synaq.org/priv/heli/ev/0001s-sa-so-02360.mp3,,,
sobima,sobima,sopia,fit,heivet,passe,passa,passen,V,EXPOSURE_V,https://synaq.org/priv/heli/ev/0001n-o-01427.mp3,,,
sohva,diivan,sohva,sofa,soffá,sofa,soffa,sofa_DEU,N,FURNITURE,https://synaq.org/priv/heli/ev/0001b-d-00345.mp3,,,
sokolaat',šokolaad,suklaa,chocolate,šuhkoláda,sjokolade,choklad,sjokolade_DEU,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-02245.mp3,,,
soolik,sool,suoli,gut,čoalli,tarm,tarm,tarm_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001s-sa-so-02635.mp3,,,
soomõ kiil',soome keel,suomi,Finnish language,suomagiella,finsk språk,finska,finnisch,N,LANGUAGE,,,,
sporti tegemä,sporti tegema,urheilla,do sports,valástallat,drive idrett,idrotta,Sport treiben,V,LEISURETIME_HOME_V,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-00167.mp3,,,
sugulanõ,sugulane,sukulainen,relative,fuolki,slektning,släkting,Verwandtschaft,N,mPEOPLE,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-00422.mp3,,,
suhvli,sahtel,laatikko,drawer,skáhppu,boks,box,boks_DEU,N,CONTAINER,https://synaq.org/priv/heli/ev/0001l-00126.mp3,,,
suidsuliha,suitsuliha,savuliha,smoked meat,suovasbiergu,røykakjøtt,rökt kött,røykakjøtt_DEU,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001s-sa-so-02029.mp3,,,
suitsu tegemä,suitsetama,polttaa,smoke,borgguhit,røyke,röka,rauchen,V,HUM_V,,,,
sukugi,üldse,ollenkaan,at all,obbalohkái,i det hele tatt,på det hela taget,i det hele tatt_DEU,Adv,DIV_ADV,,,,
sulalõ minemä,sulale minema,sulattaa,melt,suddat,smelte,smälta,schmelzen,V,WEATHER_V,,,,
sulg',sulg,sulka,feather,dolgi,fuglefjær,fuglefjær_SWE,fuglefjær_DEU,N,ANIMAL_OTHER,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-00642.mp3,,,
supp',supp,keitto,soup,mális,suppe,soppa,suppe_DEU,N,FOOD_DISH,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-00806.mp3,,,
surm,surm,kuolema,death,jápmin,død,død_SWE,død_DEU,N,ABSTRACT,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-00840.mp3,,,
surm,surm,kuolema,death,jápmu,død,død_SWE,død_DEU,N,NATURE,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-00840.mp3,,,
susi,hunt,susi,wolf,gumpe,ulv,varg,ulv_DEU,N,ANIMAL_WILD,https://synaq.org/priv/heli/ev/0001h-01563.mp3,,,
susi,susi,susi,wolf,návdi,ulv,varg,ulv_DEU,N,ANIMAL_WILD,https://synaq.org/priv/heli/ev/0001h-01563.mp3,,,
suu,soo,suo,mire,jeaggi,myr,myr,myr_DEU,N,NATURE_PLACE,https://synaq.org/priv/heli/ev/0001k-ko-ky-01608.mp3,,,
suu,suu,suu,mouth,njálbmi,munn,mun,munn_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001k-ko-ky-01608.mp3,,,
suul,sool,suola,salt,sálti,salt,salt,Salz,N,FOOD_GROCERY,https://synaq.org/priv/heli/ev/0001s-sa-so-02634.mp3,,,
suul,sool,suola,salt,sálti,salt,salt,Salz,N,FOOD_GROCERY_PL,https://synaq.org/priv/heli/ev/0001s-sa-so-02634.mp3,,,
suulama,soolama,suolata,salt,sáltet,salte,salta,salzen,V,FOOD_DRINK_V,https://synaq.org/priv/heli/ev/0001m-00476.mp3,,,
suulinõ,suuline,suullinen,oral,njálmmálaš,muntlig,muntlig,muntlig_DEU,A,ISSUE_A,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-00953.mp3,,,
suumlanõ,soomlane,suomalainen,Finn,suopmelaš,finnlender,finländare,finnlender_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001s-sa-so-02666.mp3,,,
suur',suur,suuri,large,stuoris,stor,stor,stor_DEU,A,CITY,https://synaq.org/priv/heli/ev/0001item1446.mp3,,,
suurõndama,suurendama,suurentaa,enlarge,stuoridit,forstørre,förstora,vergrößern,V,ACTION_V,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-01006.mp3,,,
suus,suusk,suksi,ski,sabet,ski,skidor,ski_DEU,N,SLIDETOOL,,,,
suusatama,suusatama,hiihtää,ski,čuoigat,gå på ski,åka skidor,Ski fahren,V,CHRISTMAS,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-01090.mp3,,,
suuv',soov,toive,wish,sávaldat,ønske,önska,ønske_DEU,N,THOUGHT,https://synaq.org/priv/heli/ev/0001s-sa-so-02719.mp3,,,
suuv'ma,soovima,toivoa,wish,sávvat,ønske,önska,sich wünschen,V,EXPERIENCE_V,https://synaq.org/priv/heli/ev/0001s-sa-so-02725.mp3,,,
suvi,suvi,kesä,summer,geassi,sommer,sommar,sommer_DEU,N,TIME_SEASON,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-01116.mp3,,,
suvikürvits,suvikõrvits,kesäkurpitsa,courgette,kesäkurpitsa_SME,squash,zucchini,zucchini,squash,Zucchini,N,FOOD_GROCERY,,
suvõpuhkus,suvepuhkus,kesäloma,summer holiday,geasseluopmu,sommerferie,sommarlov,sommerferie_DEU,N,TIME_POINT_LOC,,,,
säidse,seitse,seitsemän,seven,čieža,sju,sju,sieben,Num,mCARD_SMALL,https://synaq.org/priv/heli/ev/0001s-sa-so-01244.mp3,,,
sälg,selg,selkä,back,sealgi,rygg,rygg,rygg_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001s-sa-so-01346.mp3,,,
säng,voodi,sänky,bed,seaŋga,seng,säng,seng_DEU,N,FURNITURE,https://synaq.org/priv/heli/ev/0001k-ko-ky-01073.mp3,,,
säädüs,reegel,sääntö,rule,njuolggadus,regel,regel_SWE,regel_DEU,N,ABSTRACT,https://synaq.org/priv/heli/ev/0001b-d-00252.mp3,,,
säädüs,seadus,laki,law,láhka,lov,lag,lov_DEU,N,TEXT,https://synaq.org/priv/heli/ev/0001b-d-00252.mp3,,,
sääl,seal,siellä,there,doppe,der borte,där borta,der borte_DEU,Adv,PLACE_ADV,https://synaq.org/priv/heli/ev/0001s-sa-so-00876.mp3,,,
sõbõr,sõber,ystävä,friend,olmmái,venn,vän,venn_DEU,N,OTHERS,https://synaq.org/priv/heli/ev/0001k-ka-ke-00532.mp3,,,
sõbõr,sõber,ystävä,friend,ustit,venn,vän,venn_DEU,N,mPEOPLE,https://synaq.org/priv/heli/ev/0001k-ka-ke-00532.mp3,,,
sõda,sõda,sota,war,soahti,krig,krig,Krieg,N,YYY,https://synaq.org/priv/heli/ev/0001item1603.mp3,,,
sõna,sõna,sana,word,sátni,ord,ord,Wort,N,LANGUAGEPART,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-01342.mp3,,,
sõnaraamat,sõnaraamat,sanakirja,dictionary,sátnegirji,ordbok,ordbok,Wörterbuch,N,TEXT,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-01375.mp3,,,
sõnnom,uudis,uutinen,news,ođas,nyhet,nyhet,nyhet_DEU,N,TEXT,,,,
sõprus,sõprus,ystävyys,friendship,ustitvuohta,vennskap,vänskap,vennskap_DEU,N,FEELING,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-01445.mp3,,,
sõrm',sõrm,sormi,finger,suorbma,finger,finger,finger_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-01464.mp3,,,
sõrmus,sõrmus,sormus,ring,suorpmas,fingerring,fingerring_SWE,fingerring_DEU,N,THING,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-01481.mp3,,,
sõsar',õde,sisar,sister,oabbá,søster,syster,Schwester,N,FAMILY,https://synaq.org/priv/heli/ev/0001item0003.mp3,,,
sõudma,sõudma,soutaa,row,sugadit,ro,ro,rudern,V,NATURE_V,https://synaq.org/priv/heli/ev/000100273.mp3,,,
söögiiso,söögiisu,ruokahalu,appetite,borranlustu,matlyst,aptit,matlyst_DEU,N,FEELING,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-01736.mp3,,,
söögikaart',menüü,ruokalista,menu,biebmolistu,meny,meny_SWE,meny_DEU,N,TEXT,https://synaq.org/priv/heli/ev/0001m-01229.mp3,,,
söögilaud,söögilaud,ruokapöytä,dinner table,borranbeavdi,spisebord,matbord,spisebord_DEU,N,FURNITURE,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-01739.mp3,,,
söögimaja,söökla,ruokala,canteen,kantiidna,kantine,cafeteria,kantine_DEU,N,JOB,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-01740.mp3,,,
söögitarõ,söögituba,ruokahuone,dining room,boradanlatnja,spiserom,matrum,spiserom_DEU,N,ROOM,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-01741.mp3,,,
süküs,sügis,syksy,autumn,čakča,høst,höst,høst_DEU,N,TIME_SEASON,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-01866.mp3,,,
süküskuu,september,syyskuu,september,čakčamánnu,september,september,september_DEU,N,TIME_POINT_LOC,https://synaq.org/priv/heli/ev/0001s-sa-so-01542.mp3,,,
sült’,sült,syltty,meat jelly,syltty_SME,sylte,sylta,Sülze,Sulz,N,FOOD_DISH,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-01900.mp3,,
sündümä,sündima,syntyä,be born,riegádit,bli født,födas,geboren werden,V,HUM_V,https://synaq.org/priv/heli/ev/0001k-ko-ky-01420.mp3,,,
sünnümärk',sünnimärk,syntymämerkki,birth mark,riegádanmearka,fødselsmerke,fødselsmerke_SWE,fødselsmerke_DEU,N,BODY_OTHER,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-01982.mp3,,,
sünnüpäiv,sünnipäev,syntymäpäivä,birthday,riegádanbeaivi,fødselsdag,födelsedag,fødselsdag_DEU,N,TIME_OTHER,https://synaq.org/priv/heli/ev/0001h-01911.mp3,,,
sünnüpääväkingitüs,sünnipäevakingitus,syntymäpäivälahja,birthday present,riegádanbeaiskeaŋka,bursdagsgave,födelsedagspresent,bursdagsgave_DEU,N,THING,,,,
sünnüpäävätervütüs,sünnipäevatervitus,syntymäpäiväterveys,birthday greeting,riegádanbeaivedearvvuođat,fødselsdagshilsen,födelsesdagshälsing,fødselsdagshilsen_DEU,N,LANGUAGEPART,,,,
süvväq tegemä,süüa tegema,keittää,cook,duolddahit,få til k,få att koka,kochen machen,V,FOOD_DRINK_V,https://synaq.org/priv/heli/ev/0001v-vana-vargus-00043.mp3,,,
süvä,sügav,syvä,deep,čieŋal,dyp,djup,dyp_DEU,A,NATURE_A,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-01842.mp3,,,
süä,süda,sydän,heart,váibmu,hjerte,hjärta,hjerte_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-01787.mp3,,,
süäüü,kesköö,keskiyö,midnight,gaskaidja,midnatt,midnatt,midnatt_DEU,N,TIME_OTHER,,,,
süük',söök,ruoka,food,biebmu,mat,mat,Essen,N,FOOD_OTHER,https://synaq.org/priv/heli/ev/0001b-d-00980.mp3,,,
süümä,sööma,syödä,eat,borrat,spise,äta,essen,V,FOOD_DRINK_V,MORFAC_V,https://synaq.org/priv/heli/ev/0001b-d-00981.mp3,,
tablett',tablett,tabletti,tablet,tableahtta,tablett,tablett,tablett_DEU,N,ILLNESS,https://synaq.org/priv/heli/ev/10001t-t22-tarkvara-00083.mp3,,,
tagaots,tagumik,pylly,ass,bahta,rumpe,rumpa,rumpe_DEU,N,BODYPART,https://synaq.org/priv/heli/ev/000100435.mp3,,,
tagasi,tagasi,takaisin,back,ruovttoluotta,tilbake,tilbake_SWE,tilbake_DEU,Adv,DIV_ADV,https://synaq.org/priv/heli/ev/10001t-t22-tarkvara-00181.mp3,,,
tahas,tainas,taikina,dough,dáigi,deig,deg,deig_DEU,N,FOOD_OTHER,https://synaq.org/priv/heli/ev/0001p-pa-po-01082.mp3,,,
tahtma,tahtma,haluta,want,háliidit,ville,vilja,wollen,V,AUX_V,https://synaq.org/priv/heli/ev/000101282.mp3,,,
tahtma,tahtma,tahtoa,wish,dáhttut,ønske,önska,wünschen,V,HUM_V,https://synaq.org/priv/heli/ev/000101282.mp3,,,
tahvli,tahvel,taulu,blackboard,távval,tavle,tavla,tavle_DEU,N,SCHOOL,https://synaq.org/priv/heli/ev/0001s-tsorrin-s-z-z-00262.mp3,,,
takso,takso,taksi,taxi,drošše,drosje,taxi,drosje_DEU,N,VEHICLE,https://synaq.org/priv/heli/ev/10001t-t22-tarkvara-00505.mp3,,,
takso,takso,taksi,taxi,táksi,taksi,taxi,taksi_DEU,N,VEHICLE,https://synaq.org/priv/heli/ev/10001t-t22-tarkvara-00505.mp3,,,
taksojuht',taksojuht,taksikuski,taxi driver,dáksevuoddji,taksisjåfør,taxichaufför,taksisjåfør_DEU,N,PROFESSION,https://synaq.org/priv/heli/ev/10001t-t22-tarkvara-00507.mp3,,,
taldrik,taldrik,lautanen,plate,dállearka,tallerken,tallrik,tallerken_DEU,N,KITCHEN,https://synaq.org/priv/heli/ev/10001t-t22-tarkvara-00538.mp3,,,
tall',tall,talli,stable,stálla,stall,stall_SWE,stall_DEU,N,BUILDING,https://synaq.org/priv/heli/ev/10001t-t22-tarkvara-00593.mp3,,,
talo,talu,maatila,farm,šibitdállu,gårdsbruk med husdyr,boskapsgård,gårdsbruk med husdyr_DEU,N,JOB,https://synaq.org/priv/heli/ev/10001t-t22-tarkvara-00624.mp3,,,
talopitäi,talupidaja,maanviljelijä,farmer,boanda,bonde,bonde,Bauer,N,PROFESSION,https://synaq.org/priv/heli/ev/10001t-t22-tarkvara-00639.mp3,,,
talv',talv,talvi,winter,dálvi,vinter,vinter,vinter_DEU,N,CHRISTMAS,https://synaq.org/priv/heli/ev/10001t-t22-tarkvara-00548.mp3,,,
tands'ma,tantsima,tanssia,dance,dánsut,danse,dansa,tanzen,V,BODY_V,MORFAC_V,https://synaq.org/priv/heli/ev/10001t-t22-tarkvara-00729.mp3,,
tapminõ,mõrv,tappaminen,murder,goddin,drap,dråp,drap_DEU,N,ABSTRACT,https://synaq.org/priv/heli/ev/0001m-02598.mp3,,,
tark,tark,viisas,wise,viissis,vis,vis,vis_DEU,A,HUM_A,https://synaq.org/priv/heli/ev/000101405.mp3,,,
tarvidus,vajadus,tarve,need,dárbu,behov,behov,behov_DEU,N,THOUGHT,,,,
tarvilinõ,vajalik,tarpeellinen,necessary,dárbbašlaš,nødvendig,nödvändig,nødvendig_DEU,A,ISSUE_A,https://synaq.org/priv/heli/ev/0001k-ka-ke-01493.mp3,,,
tarõ,tuba,huone,room,latnja,rom,rum,rom_DEU,N,ROOM,https://synaq.org/priv/heli/ev/0001k-ka-ke-00190.mp3,,,
tasanõ,tasane,litteä,flat,duolbbas,flat,flat,flat_DEU,A,NATURE_A,https://synaq.org/priv/heli/ev/0001l-00536.mp3,,,
tassa,aeglaselt,hitaasti,slowly,njozet,sakte,sakta,sakte_DEU,Adv,PLACE_ADV,https://synaq.org/priv/heli/ev/000100216.mp3,,,
tassa,vaikselt,hiljaa,quietly,gulul,rolig,rolig_SWE,rolig_DEU,Adv,DIV_ADV,https://synaq.org/priv/heli/ev/000100216.mp3,,,
tatrik,tatar,tattari,buckwheat,tattari_SME,bokhvete,bovete,Buchweizen,N,FOOD_DISH,FOOD_GROCERY,https://synaq.org/priv/heli/ev/20001t-tet2qtaht-toim-00172.mp3,,
teedäq andma,teatama,ilmoittaa,announce,almmuhit,bekjentgjøre,meddela,bekanntmachen,V,ACTION_V,https://synaq.org/priv/heli/ev/0001b-d-00236.mp3,,,
